, 서울,gu,dong,school_name,school_walk_min,time_gangnam,time_yeouido,time_cityhall,complex_name,building_type,year_built,complex_size,households,layout_type,rooms,bathrooms,pyeong,peak_price,current_price,price_jeonse,drop_from_peak_pct,expert_comment,risk_comment,jeonse_ratio,price_gap
1440,서초2,서초, 서초구 고무래로 6-6,서울서원초,6 ,15 ,28 ,25 ,반포미도2차,구축,1989 ,소단지,435 ,복도식,2 ,1 ,23 ,148500 ,305000 ,62000 ,105%,,,0.20 ,243000 
116,강남1,강남, 강남구 선릉로 221 (도곡동 527),서울대도초,5 ,12 ,35 ,45 ,도곡렉슬,준신축,2006 ,대단지,3002 ,계단식,2 ,1 ,25 ,0 ,309000 ,95000 ,#DIV/0!,,,0.31 ,214000 
127,강남2,강남, 강남구 삼성로64길 5 (대치동 974),서울대현초,5 ,15 ,35 ,45 ,대치현대,구축,1999 ,중단지,630 ,계단식,3 ,2 ,33 ,246000 ,309000 ,106500 ,26%,,,0.34 ,202500 
968,동작1,동작, 동작구 현충로 52,서울흑석초,3 ,18 ,11 ,21 ,흑석 아크로리버하임,신축,2019 ,대단지,1073 ,계단식,3 ,2 ,34 ,254000 ,310000 ,120000 ,22%,,,0.39 ,190000 
155,강남2,강남, 강남구 개포로 516 (개포동 185),서울양전초,5 ,20 ,40 ,50 ,개포주공6,구축,1983 ,대단지,1060 ,복도식,2 ,1 ,20 ,200000 ,314000 ,35000 ,57%,,,0.11 ,279000 
1441,서초2,서초, 서초구 고무래로 6-6,서울서원초,6 ,15 ,28 ,25 ,반포미도2차,구축,1989 ,소단지,435 ,복도식,3 ,1 ,28 ,233000 ,317000 ,75000 ,36%,,,0.24 ,242000 
75,강남1,강남, 강남구 삼성로 609 (삼성동 19-1),서울언북초,11 ,13 ,33 ,43 ,삼성 래미안라클래시,신축,2021 ,중단지,679 ,계단식,3 ,2 ,25 ,0 ,320000 ,124000 ,#DIV/0!,,,0.39 ,196000 
112,강남2,강남, 강남구 도곡로 242 (도곡동 91-5),서울도곡초,5 ,11 ,33 ,42 ,도곡삼성래미안,준신축,2001 ,중단지,732 ,계단식,3 ,1 ,24 ,214000 ,320000 ,94500 ,50%,,,0.30 ,225500 
1348,서초3,서초, 서초구 잠원로 151,서울반원초,3 ,15 ,22 ,28 ,잠원동아,준신축,2002 ,중단지,991 ,계단식,3 ,1 ,25 ,227000 ,320000 ,87000 ,41%,,,0.27 ,233000 
1349,서초3,서초, 서초구 잠원로 151,서울반원초,3 ,15 ,22 ,28 ,잠원동아,준신축,2002 ,중단지,991 ,복도식,3 ,1 ,25 ,217000 ,320000 ,82000 ,47%,,,0.26 ,238000 
1379,서초3,서초, 서초구 사임당로 157,서울서초초,5 ,10 ,32 ,25 ,서초푸르지오써밋,신축,2017 ,중단지,907 ,계단식,3 ,2 ,24 ,220000 ,320000 ,119000 ,45%,,,0.37 ,201000 
1422,서초3,서초, 서초구 효령로 110,서울방현초,5 ,20 ,40 ,42 ,방배그랑자이,신축,2021 ,중단지,758 ,계단식,3 ,2 ,23 ,0 ,320000 ,120000 ,#DIV/0!,,,0.38 ,200000 
1788,송파1,송파, 송파구 양재대로 1218,서울세륜/오륜초,5~10,35 ,42 ,48 ,올림픽선수기자촌,구축,1988 ,대단지,5540 ,계단식,3 ,1 ,33 ,247000 ,320000 ,80000 ,30%,,,0.25 ,240000 
101,강남2,강남, 강남구 영동대로 22 (일원동 688),서울일원초,6 ,24 ,44 ,51 ,디에이치자이개포,신축,2021 ,대단지,1996 ,계단식,3 ,2 ,24 ,245000 ,329000 ,134000 ,34%,,,0.41 ,195000 
1415,서초3,서초, 서초구 방배천로 91,서울방배초,7 ,18 ,30 ,35 ,방배롯데캐슬아르떼,준신축,2013 ,중단지,744 ,계단식,3 ,2 ,33 ,242000 ,329000 ,125000 ,36%,,,0.38 ,204000 
184,강남3,강남, 강남구 개포로 402 (개포동 653),서울포이초,8 ,23 ,48 ,55 ,개포 현대1,구축,1984 ,소단지,416 ,계단식,3 ,1 ,31 ,275000 ,330000 ,87000 ,20%,,,0.26 ,243000 
186,강남3,강남, 강남구 언주로 123 (개포동 464),서울포이초,10 ,23 ,48 ,55 ,개포 한신,구축,1985 ,중단지,620 ,복도식,3 ,1 ,25 ,232500 ,330000 ,35000 ,42%,,,0.11 ,295000 
1412,서초3,서초, 서초구 서초대로 141,서울방일초,6 ,18 ,32 ,35 ,방배서리풀e편한세상,준신축,2010 ,소단지,496 ,계단식,3 ,2 ,33 ,260000 ,330000 ,129000 ,27%,,,0.39 ,201000 
154,강남2,강남, 강남구 개포로 516 (개포동 185),서울양전초,5 ,20 ,40 ,50 ,개포주공6,구축,1983 ,대단지,1060 ,복도식,2 ,1 ,23 ,200000 ,333000 ,40000 ,67%,,,0.12 ,293000 
133,강남1,강남, 강남구 선릉로 222 (대치동 1027),서울도곡초,4 ,11 ,34 ,43 ,대치아이파크,준신축,2008 ,중단지,768 ,계단식,3 ,2 ,24 ,226000 ,335000 ,140000 ,48%,,,0.42 ,195000 
1421,서초3,서초, 서초구 효령로 110,서울방현초,5 ,20 ,40 ,42 ,방배그랑자이,신축,2021 ,중단지,758 ,계단식,3 ,2 ,33 ,287000 ,340000 ,139000 ,18%,,,0.41 ,201000 
1772,송파1,송파, 송파구 올림픽로 99,서울잠일초,3 ,12 ,32 ,40 ,잠실 엘스,준신축,2008 ,대단지,5678 ,계단식,3 ,2 ,33 ,270000 ,340000 ,105000 ,26%,,,0.31 ,235000 
1774,송파1,송파, 송파구 올림픽로 135,서울잠신초,3 ,15 ,32 ,38 ,잠실 리센츠,준신축,2008 ,대단지,5563 ,계단식,3 ,2 ,33 ,265000 ,343000 ,125000 ,29%,,,0.36 ,218000 
117,강남1,강남, 강남구 선릉로 221 (도곡동 527),서울대도초,5 ,12 ,35 ,45 ,도곡렉슬,준신축,2006 ,대단지,3002 ,계단식,3 ,1 ,25 ,0 ,345000 ,130000 ,#DIV/0!,,,0.38 ,215000 
1443,서초2,서초, 서초구 고무래로 35,서울서원초,4 ,12 ,25 ,28 ,반포리체,준신축,2011 ,대단지,1119 ,계단식,3 ,2 ,25 ,258000 ,347000 ,114000 ,34%,,,0.33 ,233000 
60,강남1,강남, 강남구 학동로68길 7 (삼성동 16-2),서울학동초,6 ,18 ,30 ,35 ,삼성힐스테이트1,준신축,2008 ,대단지,1144 ,계단식,3 ,2 ,33 ,259000 ,349000 ,119500 ,35%,,,0.34 ,229500 
1400,서초2,서초, 서초구 효령로 391,서울서이초,6 ,12 ,35 ,32 ,서초그랑자이,신축,2021 ,대단지,1446 ,계단식,3 ,2 ,25 ,0 ,349000 ,124000 ,#DIV/0!,,,0.36 ,225000 
100,강남2,강남, 강남구 영동대로 22 (일원동 688),서울일원초,6 ,24 ,44 ,51 ,디에이치자이개포,신축,2021 ,대단지,1996 ,계단식,3 ,2 ,30 ,298000 ,350000 ,150000 ,17%,,,0.43 ,200000 
1351,서초3,서초, 서초구 잠원로 151,서울반원초,5 ,18 ,22 ,28 ,잠원 한강,구축,1989 ,소단지,450 ,계단식,3 ,2 ,33 ,268000 ,350000 ,75000 ,31%,,,0.21 ,275000 
1404,서초3,서초, 서초구 서초중앙로20길 42,서울서초초,8 ,15 ,32 ,25 ,서초교대e편한세상,준신축,2010 ,소단지,435 ,계단식,3 ,2 ,33 ,248000 ,350000 ,129000 ,41%,,,0.37 ,221000 
58,강남1,강남, 강남구 학동로68길 29 (삼성동 11),서울언북초,8 ,15 ,32 ,38 ,삼성힐스테이트2,준신축,2008 ,중단지,926 ,계단식,3 ,2 ,33 ,299000 ,354000 ,115000 ,18%,,,0.32 ,239000 
1347,서초2,서초, 서초구 잠원로 151,서울반원초,3 ,15 ,22 ,28 ,잠원동아,준신축,2002 ,중단지,991 ,계단식,3 ,2 ,33 ,281000 ,355000 ,102000 ,26%,,,0.29 ,253000 
37,강남2,강남, 강남구 역삼로 307 (역삼동 711-1),서울도성초,4 ,10 ,36 ,36 ,역삼e편한세상,준신축,2005 ,중단지,840 ,계단식,3 ,2 ,33 ,264900 ,358000 ,150000 ,35%,,,0.42 ,208000 
137,강남2,강남, 강남구 영동대로57길 4 (대치동 1014-3),서울대현초,8 ,17 ,37 ,47 ,대치삼성1차,준신축,2000 ,중단지,960 ,계단식,3 ,2 ,33 ,254000 ,360000 ,144500 ,42%,,,0.40 ,215500 
153,강남2,강남, 강남구 개포로 516 (개포동 185),서울양전초,5 ,20 ,40 ,50 ,개포주공6,구축,1983 ,대단지,1060 ,복도식,3 ,1 ,28 ,270000 ,360000 ,50000 ,33%,,,0.14 ,310000 
113,강남2,강남, 강남구 도곡로 242 (도곡동 91-5),서울도곡초,5 ,11 ,33 ,42 ,도곡삼성래미안,준신축,2001 ,중단지,732 ,계단식,3 ,2 ,33 ,265000 ,365000 ,135000 ,38%,,,0.37 ,230000 
185,강남3,강남, 강남구 언주로 123 (개포동 464),서울포이초,10 ,23 ,48 ,55 ,개포 한신,구축,1985 ,중단지,620 ,계단식,3 ,1 ,31 ,281000 ,370000 ,55000 ,32%,,,0.15 ,315000 
102,강남2,강남, 강남구 영동대로 22 (일원동 688),서울일원초,6 ,24 ,44 ,51 ,디에이치자이개포,신축,2021 ,대단지,1996 ,계단식,3 ,2 ,33 ,326000 ,375000 ,155000 ,15%,,,0.41 ,220000 
1434,서초1,서초, 서초구 신반포로 270,서울원촌초,4 ,10 ,25 ,28 ,반포자이,준신축,2009 ,대단지,3410 ,계단식,3 ,2 ,25 ,282000 ,379000 ,125000 ,34%,,,0.33 ,254000 
31,강남3,강남, 강남구 언주로 408 (역삼동 711-2),서울도성초,8 ,15 ,40 ,40 ,역삼자이,신축,2016 ,소단지,408 ,계단식,3 ,2 ,33 ,280000 ,380000 ,175000 ,36%,,,0.46 ,205000 
95,강남2,강남, 강남구 언주로 33 (개포동 660-1),서울개포초,5 ,22 ,45 ,50 ,디에이치퍼스티어아이파크,신축,2023 ,대단지,6702 ,계단식,3 ,2 ,33 ,0 ,380000 ,138000 ,#DIV/0!,,,0.36 ,242000 
1380,서초3,서초, 서초구 사임당로 157,서울서초초,5 ,10 ,32 ,25 ,서초푸르지오써밋,신축,2017 ,중단지,907 ,계단식,3 ,2 ,33 ,298500 ,380000 ,129000 ,27%,,,0.34 ,251000 
76,강남2,강남, 강남구 삼성로 609 (삼성동 19-1),서울언북초,11 ,13 ,33 ,43 ,삼성 래미안라클래시,신축,2021 ,중단지,679 ,계단식,3 ,2 ,30 ,311500 ,389000 ,138000 ,25%,,,0.35 ,251000 
1449,서초1,서초, 서초구 반포대로 275,서울잠원초,5 ,12 ,18 ,30 ,반포래미안퍼스티지,준신축,2009 ,대단지,2444 ,계단식,3 ,2 ,26 ,309500 ,394500 ,129000 ,27%,,,0.33 ,265500 
115,강남1,강남, 강남구 선릉로 221 (도곡동 527),서울대도초,5 ,12 ,35 ,45 ,도곡렉슬,준신축,2006 ,대단지,3002 ,계단식,3 ,2 ,33 ,320000 ,399000 ,144500 ,25%,,,0.36 ,254500 
1356,서초1,서초, 서초구 신반포로15길 19,서울잠원초,5 ,20 ,18 ,30 ,아크로리버파크,신축,2016 ,대단지,1612 ,계단식,3 ,2 ,25 ,365000 ,409000 ,134000 ,12%,,,0.33 ,275000 
132,강남1,강남, 강남구 선릉로 222 (대치동 1027),서울도곡초,4 ,11 ,34 ,43 ,대치아이파크,준신축,2008 ,중단지,768 ,계단식,3 ,2 ,33 ,297000 ,410000 ,169000 ,38%,,,0.41 ,241000 
65,강남1,강남, 강남구 삼성로115길 10 (삼성동 188),서울삼릉초,5 ,12 ,30 ,40 ,삼성센트럴아이파크,신축,2018 ,소단지,416 ,계단식,3 ,2 ,33 ,320000 ,415000 ,145000 ,30%,,,0.35 ,270000 
1401,서초2,서초, 서초구 효령로 391,서울서이초,6 ,12 ,35 ,32 ,서초그랑자이,신축,2021 ,대단지,1446 ,계단식,3 ,2 ,30 ,0 ,420000 ,155000 ,#DIV/0!,,,0.37 ,265000 
1457,서초1,서초, 서초구 올림픽대로 435,서울잠원초,6 ,15 ,18 ,30 ,래미안원베일리,신축,2023 ,대단지,2990 ,계단식,3 ,2 ,25 ,360000 ,420000 ,140000 ,17%,,,0.33 ,280000 
1402,서초2,서초, 서초구 효령로 391,서울서이초,6 ,12 ,35 ,32 ,서초그랑자이,신축,2021 ,대단지,1446 ,계단식,3 ,2 ,33 ,330000 ,425000 ,173000 ,29%,,,0.41 ,252000 
1453,서초1,서초, 서초구 잠원로 37-30,서울원촌초,8 ,15 ,22 ,28 ,메이플자이,신축,2025 ,대단지,3307 ,계단식,3 ,2 ,25 ,0 ,425000 ,134500 ,#DIV/0!,,,0.32 ,290500 
1459,서초2,서초, 서초구 잠원로 88,서울신동초,5 ,18 ,25 ,30 ,래미안신반포팰리스,신축,2016 ,중단지,843 ,계단식,3 ,2 ,33 ,342500 ,425000 ,149000 ,24%,,,0.35 ,276000 
1758,송파1,송파, 송파구 송파대로 567,서울신천초,5 ,18 ,32 ,35 ,잠실주공5,구축,1978 ,대단지,3930 ,계단식,3 ,2 ,33 ,250800 ,430000 ,43000 ,71%,,,0.10 ,387000 
1444,서초2,서초, 서초구 고무래로 35,서울서원초,4 ,12 ,25 ,28 ,반포리체,준신축,2011 ,대단지,1119 ,계단식,3 ,2 ,33 ,349000 ,439000 ,154000 ,26%,,,0.35 ,285000 
9,강남1,강남, 강남구 영동대로138길 12 (청담동 134-38),서울봉은초,4 ,22 ,30 ,42 ,청담자이,준신축,2011 ,중단지,708 ,계단식,3 ,2 ,33 ,329900 ,459000 ,140000 ,39%,,,0.31 ,319000 
74,강남1,강남, 강남구 삼성로 609 (삼성동 19-1),서울언북초,11 ,13 ,33 ,43 ,삼성 래미안라클래시,신축,2021 ,중단지,679 ,계단식,3 ,2 ,33 ,357000 ,460000 ,168500 ,29%,,,0.37 ,291500 
1435,서초1,서초, 서초구 신반포로 270,서울원촌초,4 ,10 ,25 ,28 ,반포자이,준신축,2009 ,대단지,3410 ,계단식,3 ,2 ,33 ,397000 ,470000 ,136500 ,18%,,,0.29 ,333500 
88,강남1,강남, 강남구 삼성로51길 37 (대치동 633),서울도곡초,7 ,12 ,35 ,45 ,래미안대치팰리스1,준신축,2015 ,대단지,1278 ,계단식,3 ,2 ,33 ,360000 ,475000 ,179000 ,32%,,,0.38 ,296000 
1365,서초2,서초, 서초구 잠원로 37,서울반원초,4 ,12 ,22 ,28 ,신반포4차,구축,1979 ,대단지,1212 ,복도식,3 ,1 ,33 ,327000 ,478000 ,70000 ,46%,,,0.15 ,408000 
1448,서초1,서초, 서초구 반포대로 275,서울잠원초,5 ,12 ,18 ,30 ,반포래미안퍼스티지,준신축,2009 ,대단지,2444 ,계단식,3 ,2 ,33 ,430000 ,489000 ,170000 ,14%,,,0.35 ,319000 
1358,서초3,서초, 서초구 잠원로 117,서울신동초,10 ,22 ,25 ,32 ,아크로리버뷰신반포,신축,2018 ,중단지,595 ,계단식,3 ,2 ,33 ,438000 ,500000 ,160000 ,14%,,,0.32 ,340000 
1456,서초1,서초, 서초구 올림픽대로 435,서울잠원초,6 ,15 ,18 ,30 ,래미안원베일리,신축,2023 ,대단지,2990 ,계단식,3 ,2 ,30 ,0 ,518500 ,164000 ,#DIV/0!,,,0.32 ,354500 
1454,서초1,서초, 서초구 잠원로 37-30,서울원촌초,8 ,15 ,22 ,28 ,메이플자이,신축,2025 ,대단지,3307 ,계단식,3 ,2 ,33 ,0 ,540000 ,169000 ,#DIV/0!,,,0.31 ,371000 
1357,서초1,서초, 서초구 신반포로15길 19,서울잠원초,5 ,20 ,18 ,30 ,아크로리버파크,신축,2016 ,대단지,1612 ,계단식,3 ,2 ,33 ,450000 ,549000 ,169000 ,22%,,,0.31 ,380000 
1458,서초1,서초, 서초구 올림픽대로 435,서울잠원초,6 ,15 ,18 ,30 ,래미안원베일리,신축,2023 ,대단지,2990 ,계단식,3 ,2 ,33 ,0 ,589000 ,170000 ,#DIV/0!,,,0.29 ,419000 
44,강남1,강남, 강남구 압구정로 201 (압구정동 444),서울신구초,12 ,15 ,35 ,25 ,"압구정현대10,13,14",구축,1987 ,중단지,766 ,계단식,3 ,2 ,29 ,430000 ,650000 ,95000 ,51%,,,0.15 ,555000 
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
