, 서울,gu,dong,school_name,school_walk_min,time_gangnam,time_yeouido,time_cityhall,complex_name,building_type,year_built,complex_size,households,layout_type,rooms,bathrooms,pyeong,peak_price,current_price,price_jeonse,drop_from_peak_pct,expert_comment,risk_comment,jeonse_ratio,price_gap
876,동대문3,동대문, 동대문구 전농로 222,서울전농초,4 ,42 ,35 ,32 ,전농sk아파트,준신축,2000 ,대단지,1830 ,복도식,2 ,1 ,25 ,89000 ,102000 ,45000 ,15%,,,0.44 ,57000 
1130,마포4,마포, 마포구 가양대로 15,서울덕은초,10 ,55 ,25 ,40 ,월드컵참누리,준신축,2006 ,소단지,499 ,계단식,3 ,2 ,25 ,88000 ,102000 ,45000 ,16%,,,0.44 ,57000 
783,노원3,노원, 노원구 공릉로 232,서울공연초,6 ,40 ,50 ,45 ,공릉 태릉해링턴플레이스,신축,2022 ,대단지,1308 ,계단식,3 ,2 ,29 ,119000 ,103000 ,65000 ,-13%,,,0.63 ,38000 
2272,종로2,종로, 종로구 통일로14길 30,독립문초등학교,5 ,45 ,35 ,12 ,무악현대,준신축,2000 ,중단지,964 ,복도식,3 ,1 ,25 ,112490 ,103000 ,50000 ,-8%,,,0.49 ,53000 
2223,은평3,은평, 은평구 통일로 796,연천초등학교,5 ,50 ,45 ,25 ,불광 북한산힐스테이트7,준신축,2011 ,중단지,882 ,계단식,3 ,2 ,24 ,106000 ,104000 ,55000 ,-2%,,,0.53 ,49000 
755,노원3,노원, 노원구 월계로 320,서울신계초,6 ,55 ,45 ,42 ,월계 풍림아이원,준신축,2005 ,소단지,484 ,계단식,3 ,2 ,33 ,105000 ,105000 ,53000 ,0%,,,0.50 ,52000 
892,동대문3,동대문, 동대문구 이문로 33,서울이문초,6 ,50 ,44 ,40 ,이문래미안2차,준신축,2004 ,중단지,648 ,계단식,3 ,2 ,25 ,92000 ,105000 ,55000 ,14%,,,0.52 ,50000 
1281,서대문3,서대문, 서대문구 통일로 315,서울홍제초,5 ,45 ,35 ,18 ,인왕산현대힐스테이트,준신축,2000 ,중단지,700 ,계단식,3 ,2 ,33 ,110000 ,105000 ,55000 ,-5%,,,0.52 ,50000 
1619,성북3,성북, 성북구 오패산로 46,서울월곡초,4 ,45 ,42 ,35 ,월곡래미안루나밸리,준신축,2007 ,중단지,787 ,계단식,3 ,2 ,33 ,112000 ,105000 ,62000 ,-6%,,,0.59 ,43000 
1650,성북3,성북, 성북구 월곡로14길 26,서울숭인초,6 ,45 ,42 ,35 ,래미안월곡,준신축,2006 ,대단지,1372 ,계단식,3 ,2 ,33 ,115000 ,105000 ,60000 ,-9%,,,0.57 ,45000 
1674,성북2,성북, 성북구 아리랑로 5,서울우촌초(사립) / 정덕초,4 ,45 ,40 ,25 ,돈암코오롱하늘채,신축,2016 ,중단지,629 ,계단식,3 ,2 ,25 ,98500 ,105000 ,55000 ,7%,,,0.52 ,50000 
1935,양천3,양천, 양천구 목동동로 10,서울목동초,10 ,50 ,28 ,38 ,세양청마루,준신축,2006 ,소단지,326 ,계단식,3 ,2 ,25 ,89000 ,105000 ,53000 ,18%,,,0.50 ,52000 
2304,중랑1,중랑, 중랑구 중화동 331-1 일대,신묵초등학교,5 ,50 ,55 ,40 ,중화 리버센SK뷰롯데캐슬,신축,2025 ,대단지,1055 ,계단식,3 ,2 ,24 ,0 ,105000 ,53000 ,#DIV/0!,,,0.50 ,52000 
2321,중랑2,중랑, 중랑구 면목로45길 52,면동초등학교,7 ,40 ,55 ,45 ,면목 한양수자인사가정파크,신축,2019 ,소단지,497 ,계단식,3 ,2 ,33 ,128000 ,105000 ,75000 ,-18%,,,0.71 ,30000 
748,노원2,노원,노원구 중계로 190,서울원광초,3 ,58 ,68 ,51 ,중계 주공5,구축,1992 ,대단지,2328 ,계단식,3 ,2 ,28 ,118500 ,107000 ,58000 ,-10%,,,0.54 ,49000 
2013,영등포3,영등포, 영등포구 여의대방로 161,서울대길초,4 ,38 ,18 ,28 ,보라매경남아너스빌,준신축,2005 ,중단지,669 ,계단식,3 ,2 ,25 ,97000 ,107500 ,52000 ,11%,,,0.48 ,55500 
882,동대문3,동대문, 동대문구 장한로26길 58,서울안평초,5 ,43 ,41 ,44 ,장안래미안2차,준신축,2007 ,대단지,1786 ,계단식,3 ,2 ,25 ,102500 ,108000 ,55000 ,5%,,,0.51 ,53000 
894,동대문3,동대문, 동대문구 한천로 438,서울이문초,4 ,52 ,46 ,42 ,이문e편한세상,준신축,2003 ,대단지,1378 ,계단식,3 ,1 ,25 ,89000 ,108000 ,60000 ,21%,,,0.56 ,48000 
1312,서대문2,서대문, 서대문구 가재울미래로 2,서울연가초,7 ,50 ,25 ,32 ,래미안남가좌2차,준신축,2005 ,중단지,503 ,계단식,3 ,2 ,33 ,121900 ,108000 ,62000 ,-11%,,,0.57 ,46000 
1339,서대문3,서대문, 서대문구 거북골로 200,서울북가좌초,7 ,55 ,25 ,35 ,dmc래미안클라시스,준신축,2000 ,대단지,1114 ,계단식,3 ,2 ,33 ,109000 ,108000 ,60000 ,-1%,,,0.56 ,48000 
2235,은평3,은평, 은평구 불광로 14,불광초등학교,3 ,52 ,48 ,28 ,불광 롯데캐슬,신축,2018 ,중단지,588 ,계단식,3 ,2 ,33 ,119000 ,108000 ,65000 ,-9%,,,0.60 ,43000 
2270,종로2,종로, 종로구 통일로18길 9,독립문초등학교,3 ,45 ,35 ,10 ,인왕산현대아이파크,준신축,2008 ,중단지,810 ,계단식,3 ,2 ,25 ,115000 ,108000 ,62000 ,-6%,,,0.57 ,46000 
2107,은평2,은평, 은평구 통일로 1050,신도초등학교,9 ,55 ,45 ,30 ,진관 은평스카이뷰자이(주복),신축,2019 ,소단지,361 ,계단식,3 ,2 ,35 ,129300 ,109000 ,85000 ,-16%,,,0.78 ,24000 
273,강동3,강동, 강동구 상일로 126 (상일동 494),서울강명초,5 ,60 ,65 ,60 ,고덕리엔파크3,준신축,2011 ,대단지,2283 ,복도식,3 ,2 ,25 ,98000 ,110000 ,65000 ,12%,,,0.59 ,45000 
516,강서3,강서,강서구 등촌로 163,서울등마초,5 ,46 ,24 ,36 ,등촌 등촌아이파크,준신축,2004 ,대단지,1653 ,계단식,3 ,2 ,32 ,129500 ,110000 ,63000 ,-15%,,,0.57 ,47000 
530,강서3,강서,강서구 화곡로 398,서울등양초,8 ,44 ,18 ,31 ,등촌 가양역두산위브,신축,2022 ,소단지,220 ,계단식,3 ,2 ,25 ,0 ,110000 ,63000 ,#DIV/0!,,,0.57 ,47000 
539,강서2,강서,강서구 수명로 73,서울수명초,2 ,54 ,27 ,41 ,내발산 마곡수명산파크4,준신축,2008 ,중단지,919 ,계단식,3 ,2 ,24 ,94000 ,110000 ,53000 ,17%,,,0.48 ,57000 
574,관악1,관악,관악구 조원로 40,서울조원초,3 ,22 ,25 ,35 ,힐스테이트뉴포레,신축,2022 ,대단지,1143 ,계단식,2 ,1 ,20 ,0 ,110000 ,45000 ,#DIV/0!,,,0.41 ,65000 
593,관악2,관악,관악구 성현로 80,서울봉현초,6 ,28 ,35 ,35 ,관악푸르지오,준신축,2004 ,대단지,2104 ,복도식,3 ,1 ,25 ,94000 ,110000 ,47000 ,17%,,,0.43 ,63000 
605,관악2,관악,관악구 은천로 93,서울은천초,4 ,28 ,35 ,33 ,관악동부센트레빌,준신축,2004 ,소단지,487 ,계단식,3 ,1 ,25 ,97800 ,110000 ,52000 ,12%,,,0.47 ,58000 
693,구로2,구로,구로구 경인로63길 21,서울신도림초,5 ,38 ,18 ,28 ,신도림 현대,구축,1999 ,소단지,260 ,계단식,3 ,2 ,33 ,114000 ,110000 ,52000 ,-4%,,,0.47 ,58000 
702,구로3,구로,구로구 구일로 110,서울구일초,4 ,45 ,20 ,35 ,구로 주공1차,구축,1986 ,대단지,2126 ,계단식,3 ,1 ,33 ,112000 ,110000 ,36000 ,-2%,,,0.33 ,74000 
709,구로1,구로,구로구 중앙로6길 17,서울덕의초,5 ,52 ,32 ,45 ,고척파크푸르지오,준신축,2009 ,중단지,662 ,계단식,3 ,2 ,33 ,112000 ,110000 ,63000 ,-2%,,,0.57 ,47000 
713,구로3,구로,구로구 경인로 382,서울경인초,5 ,48 ,28 ,41 ,고척 삼환로즈빌,준신축,2004 ,중단지,600 ,계단식,3 ,2 ,33 ,108000 ,110000 ,56000 ,2%,,,0.51 ,54000 
759,노원2,노원, 노원구 월계로45가길 94,서울연지초,8 ,56 ,46 ,39 ,월계 센트럴아이파크,신축,2020 ,중단지,859 ,계단식,3 ,2 ,33 ,125000 ,110000 ,68000 ,-12%,,,0.62 ,42000 
893,동대문3,동대문, 동대문구 한천로 438,서울이문초,4 ,52 ,46 ,42 ,이문e편한세상,준신축,2003 ,대단지,1378 ,계단식,3 ,2 ,33 ,111000 ,110000 ,60000 ,-1%,,,0.55 ,50000 
1259,서대문2,서대문, 서대문구 통일로 345-1,서울인왕초,5 ,45 ,32 ,15 ,홍제역해링턴플레이스,신축,2021 ,대단지,1116 ,계단식,2 ,1 ,21 ,0 ,110000 ,53000 ,#DIV/0!,,,0.48 ,57000 
1659,성북2,성북, 성북구 월곡로14길 17,서울숭인초,4 ,45 ,42 ,35 ,래미안라센트,준신축,2011 ,대단지,1025 ,계단식,3 ,2 ,25 ,111000 ,110000 ,59000 ,-1%,,,0.54 ,51000 
1696,성북2,성북, 성북구 매봉산로 2,서울개운초,6 ,45 ,42 ,30 ,길음역금호어울림,신축,2016 ,소단지,490 ,계단식,3 ,2 ,33 ,115000 ,110000 ,67000 ,-4%,,,0.61 ,43000 
1946,양천2,양천, 양천구 신월로 190,서울신은초,5 ,55 ,32 ,40 ,목동센트럴아이파크위브,신축,2020 ,대단지,3045 ,계단식,3 ,2 ,25 ,110000 ,110000 ,58000 ,0%,,,0.53 ,52000 
2265,종로3,종로, 종로구 숭인동 766,숭신초등학교,5 ,40 ,35 ,20 ,종로청계힐스테이트,준신축,2009 ,소단지,288 ,계단식,3 ,2 ,33 ,117000 ,110000 ,63000 ,-6%,,,0.57 ,47000 
600,관악2,관악,관악구 성현로 80,서울구암초,6 ,32 ,38 ,35 ,관악드림타운,준신축,2003 ,대단지,3544 ,계단식,3 ,2 ,33 ,115500 ,113000 ,62000 ,-2%,,,0.55 ,51000 
2162,은평3,은평, 은평구 응암로 301,은명초등학교,7 ,55 ,35 ,32 ,응암 백련산sk뷰아이파크,신축,2020 ,대단지,1305 ,계단식,3 ,2 ,33 ,120000 ,113000 ,70000 ,-6%,,,0.62 ,43000 
749,노원2,노원,노원구 중계로 190,서울원광초,3 ,58 ,68 ,51 ,중계 주공5,구축,1992 ,대단지,2328 ,계단식,3 ,2 ,33 ,130000 ,114000 ,65000 ,-12%,,,0.57 ,49000 
1653,성북2,성북, 성북구 화랑로11길 26,서울석관초,5 ,52 ,48 ,40 ,래미안아트리치,신축,2019 ,대단지,1091 ,계단식,3 ,2 ,25 ,108000 ,114000 ,58000 ,6%,,,0.51 ,56000 
365,강서2,강서,강서구 양천로71길 9,서울염창초,6 ,43 ,16 ,29 ,염창 염창동아1차,구축,1998 ,중단지,778 ,계단식,3 ,2 ,32 ,115000 ,115000 ,70000 ,0%,,,0.61 ,45000 
592,관악2,관악,관악구 성현로 80,서울봉현초,6 ,28 ,35 ,35 ,관악푸르지오,준신축,2004 ,대단지,2104 ,계단식,3 ,2 ,33 ,112000 ,115000 ,70000 ,3%,,,0.61 ,45000 
703,구로2,구로,구로구 신도림로 11,서울미래초,3 ,35 ,15 ,25 ,구로 신도림태영타운,준신축,2000 ,대단지,1252 ,계단식,3 ,1 ,24 ,103000 ,115000 ,60000 ,12%,,,0.52 ,55000 
727,금천1,금천,금천구 시흥대로 301,서울나래초,4 ,45 ,28 ,40 ,시흥 롯데캐슬골드파크1차,신축,2016 ,대단지,1743 ,계단식,3 ,2 ,33 ,137000 ,115000 ,70000 ,-16%,,,0.61 ,45000 
736,노원2,노원,노원구 섬밭로 196,서울연촌초,5 ,45 ,55 ,38 ,하계 현대우성,구축,1988 ,대단지,1320 ,계단식,3 ,2 ,33 ,125500 ,115000 ,56000 ,-8%,,,0.49 ,59000 
761,노원1,노원, 노원구 마들로 111,서울한천초,5 ,48 ,40 ,32 ,월계 미륭 미성 삼호,구축,1986 ,대단지,3930 ,복도식,3 ,1 ,23 ,98000 ,115000 ,28000 ,17%,,,0.24 ,87000 
881,동대문3,동대문, 동대문구 장한로26길 58,서울안평초,5 ,43 ,41 ,44 ,장안래미안2차,준신축,2007 ,대단지,1786 ,계단식,3 ,2 ,31 ,115000 ,115000 ,53000 ,0%,,,0.46 ,62000 
957,동작1,동작, 동작구 현충로 120,서울흑석초,6 ,22 ,15 ,25 ,흑석우리유앤미,준신축,2003 ,소단지,206 ,복도식,3 ,1 ,24 ,90000 ,115000 ,55000 ,28%,,,0.48 ,60000 
1654,성북3,성북, 성북구 숭인로 50,서울미아초,7 ,48 ,45 ,32 ,래미안세레니티,준신축,2009 ,중단지,955 ,계단식,3 ,2 ,33 ,108500 ,115000 ,61000 ,6%,,,0.53 ,54000 
1673,성북2,성북, 성북구 아리랑로 5,서울우촌초(사립) / 정덕초,4 ,45 ,40 ,25 ,돈암코오롱하늘채,신축,2016 ,중단지,629 ,계단식,3 ,2 ,33 ,124500 ,115000 ,75000 ,-8%,,,0.65 ,40000 
1920,양천3,양천, 양천구 중앙로29길 26,서울금옥초,5 ,52 ,28 ,38 ,신정뉴타운롯데캐슬,준신축,2014 ,중단지,930 ,계단식,3 ,2 ,33 ,121000 ,115000 ,60000 ,-5%,,,0.52 ,55000 
2214,은평1,은평, 은평구 수색로 260,수색초등학교,8 ,52 ,25 ,30 ,수색 DMC롯데캐슬더퍼스트,신축,2021 ,대단지,1192 ,계단식,3 ,2 ,25 ,104500 ,115000 ,65000 ,10%,,,0.57 ,50000 
2222,은평3,은평, 은평구 통일로 796,연천초등학교,5 ,50 ,45 ,25 ,불광 북한산힐스테이트7,준신축,2011 ,중단지,882 ,계단식,3 ,2 ,33 ,129000 ,115000 ,63000 ,-11%,,,0.55 ,52000 
2267,종로3,종로, 종로구 숭인동 1445,명신초등학교,7 ,45 ,40 ,22 ,종로센트레빌,준신축,2008 ,소단지,416 ,계단식,3 ,2 ,33 ,109000 ,115000 ,70000 ,6%,,,0.61 ,45000 
1691,성북2,성북, 성북구 돌곶이로 220,서울장곡초,5 ,55 ,50 ,42 ,꿈의숲아이파크,신축,2022 ,대단지,1711 ,계단식,3 ,2 ,25 ,106000 ,116000 ,65000 ,9%,,,0.56 ,51000 
604,관악2,관악,관악구 은천로 93,서울은천초,4 ,28 ,35 ,33 ,관악동부센트레빌,준신축,2004 ,소단지,487 ,계단식,3 ,2 ,33 ,109000 ,117000 ,61000 ,7%,,,0.52 ,56000 
2246,은평1,은평, 은평구 통일로 610,어울초등학교,3 ,48 ,40 ,20 ,녹번 래미안베라힐즈,신축,2019 ,대단지,1305 ,계단식,3 ,2 ,24 ,112700 ,117000 ,60000 ,4%,,,0.51 ,57000 
384,강서2,강서,강서구 양천로75길 37,서울염경초,5 ,44 ,17 ,30 ,염창 강변한솔솔파크,준신축,2005 ,소단지,455 ,계단식,3 ,2 ,33 ,124000 ,118000 ,68000 ,-5%,,,0.58 ,50000 
587,관악2,관악,관악구 봉천로 457,서울은천초,5 ,22 ,32 ,30 ,봉천두산,준신축,2000 ,대단지,2001 ,계단식,3 ,2 ,33 ,132000 ,118000 ,44000 ,-11%,,,0.37 ,74000 
588,관악2,관악,관악구 봉천로 457,서울은천초,5 ,22 ,32 ,30 ,봉천두산,준신축,2000 ,대단지,2001 ,계단식,3 ,1 ,25 ,99500 ,118000 ,57000 ,19%,,,0.48 ,61000 
918,동대문3,동대문, 동대문구 사가정로 142,서울배봉초,3 ,47 ,41 ,38 ,동대문퍼스트데시앙,신축,2019 ,소단지,469 ,계단식,3 ,2 ,33 ,117000 ,118000 ,65000 ,1%,,,0.55 ,53000 
1705,성북2,성북, 성북구 길음로 118,서울길음초,5 ,50 ,45 ,35 ,길음뉴타운9단지래미안,준신축,2010 ,대단지,1012 ,계단식,3 ,2 ,25 ,100700 ,118000 ,57000 ,17%,,,0.48 ,61000 
1714,성북2,성북, 성북구 길음로 42,서울길음초,5 ,50 ,45 ,35 ,길음뉴타운4단지e편한세상,준신축,2005 ,대단지,1605 ,계단식,3 ,2 ,33 ,122500 ,118000 ,60000 ,-4%,,,0.51 ,58000 
1955,양천2,양천, 양천구 등촌로 100,서울영도초,6 ,45 ,25 ,32 ,목동롯데캐슬위너,준신축,2005 ,대단지,1067 ,계단식,3 ,2 ,25 ,110000 ,118000 ,57000 ,7%,,,0.48 ,61000 
753,노원1,노원, 노원구 한글비석로 270,서울을지초,2 ,57 ,67 ,50 ,중계 건영3차,구축,1995 ,중단지,948 ,계단식,3 ,2 ,33 ,139800 ,119000 ,75000 ,-15%,,,0.63 ,44000 
1338,서대문2,서대문, 서대문구 거북골로 84,서울연가초,8 ,52 ,25 ,32 ,dmc센트럴아이파크,신축,2018 ,대단지,1061 ,계단식,3 ,2 ,25 ,113000 ,119000 ,51700 ,5%,,,0.43 ,67300 
1985,영등포3,영등포, 영등포구 영등포로 146,서울영중초,5 ,40 ,12 ,20 ,영등포경남아너스빌,구축,1998 ,중단지,600 ,복도식,2 ,1 ,25 ,107000 ,119000 ,50000 ,11%,,,0.42 ,69000 
305,강북2,강북,강북구 삼양로27길 19,서울삼양초,6 ,48 ,50 ,35 ,미아 북서울자이폴라리스,신축,2024 ,대단지,1045 ,계단식,3 ,2 ,33 ,0 ,120000 ,63000 ,#DIV/0!,,,0.53 ,57000 
454,강서1,강서,강서구 마곡중앙로 15,서울공항초,3 ,49 ,22 ,36 ,마곡 마곡푸르지오,준신축,2008 ,소단지,341 ,계단식,3 ,2 ,24 ,110000 ,120000 ,55000 ,9%,,,0.46 ,65000 
526,강서3,강서,강서구 화곡로65길 41,서울등촌초,5 ,44 ,20 ,33 ,등촌 대동황토방1차,준신축,2000 ,소단지,241 ,계단식,3 ,2 ,33 ,104000 ,120000 ,62000 ,15%,,,0.52 ,58000 
540,강서2,강서,강서구 수명로 73,서울수명초,2 ,54 ,27 ,41 ,내발산 마곡수명산파크4,준신축,2008 ,중단지,919 ,계단식,3 ,2 ,33 ,118000 ,120000 ,60000 ,2%,,,0.50 ,60000 
543,강서2,강서,강서구 수명로 11,서울수명초,7 ,55 ,28 ,42 ,내발산 마곡수명산파크1,준신축,2007 ,대단지,1421 ,계단식,3 ,2 ,32 ,130000 ,120000 ,65000 ,-8%,,,0.54 ,55000 
579,관악2,관악,관악구 관악로 272,서울원당초,6 ,25 ,35 ,32 ,서울대입구아이원,준신축,2006 ,소단지,374 ,계단식,3 ,2 ,33 ,110000 ,120000 ,67000 ,9%,,,0.56 ,53000 
694,구로1,구로,구로구 경인로 643,서울신도림초,6 ,33 ,13 ,23 ,"신도림 대림1, 2차e편한세상",구축,1999 ,대단지,2298 ,계단식,2 ,1 ,24 ,89950 ,120000 ,53000 ,33%,,,0.44 ,67000 
695,구로1,구로,구로구 경인로 643,서울신도림초,6 ,33 ,13 ,23 ,"신도림 대림1, 2차e편한세상",구축,1999 ,대단지,2298 ,복도식,3 ,1 ,24 ,97000 ,120000 ,57000 ,24%,,,0.48 ,63000 
706,구로2,구로,구로구 구로중앙로 20,서울미래초,5 ,38 ,18 ,28 ,구로 신도림롯데,구축,1999 ,중단지,718 ,계단식,3 ,2 ,33 ,114000 ,120000 ,60000 ,5%,,,0.50 ,60000 
765,노원1,노원, 노원구 동일로 1519,서울상계초,4 ,50 ,62 ,42 ,상계 포레나노원,신축,2020 ,대단지,1062 ,계단식,3 ,2 ,29 ,125500 ,120000 ,64000 ,-4%,,,0.53 ,56000 
784,노원3,노원, 노원구 공릉로 232,서울공연초,6 ,40 ,50 ,45 ,공릉 태릉해링턴플레이스,신축,2022 ,대단지,1308 ,계단식,3 ,2 ,33 ,135000 ,120000 ,68000 ,-11%,,,0.57 ,52000 
858,동대문2,동대문, 동대문구 천호대로 131,서울신답초,3 ,32 ,28 ,25 ,청계한신휴플러스,준신축,2010 ,중단지,725 ,계단식,3 ,2 ,29 ,127000 ,120000 ,68000 ,-6%,,,0.57 ,52000 
891,동대문3,동대문, 동대문구 이문로 33,서울이문초,6 ,50 ,44 ,40 ,이문래미안2차,준신축,2004 ,중단지,648 ,계단식,3 ,2 ,33 ,99500 ,120000 ,57000 ,21%,,,0.48 ,63000 
1016,동작2,동작, 동작구 양녕로 225,서울강남초,6 ,22 ,28 ,35 ,상도중앙하이츠빌,준신축,2003 ,중단지,544 ,계단식,3 ,1 ,22 ,95000 ,120000 ,65000 ,26%,,,0.54 ,55000 
1262,서대문2,서대문, 서대문구 통일로 345-1,서울고은초,10 ,45 ,32 ,15 ,홍제센트럴아이파크,신축,2020 ,중단지,906 ,계단식,3 ,2 ,25 ,120000 ,120000 ,65000 ,0%,,,0.54 ,55000 
1319,서대문2,서대문, 서대문구 통일로 126,서울독립문초,6 ,40 ,28 ,10 ,독립문극동,구축,1998 ,대단지,1300 ,계단식,3 ,1 ,25 ,109000 ,120000 ,55000 ,10%,,,0.46 ,65000 
1636,성북2,성북, 성북구 보문로13길 61,서울동신초,8 ,42 ,35 ,20 ,보문파크뷰자이,신축,2017 ,대단지,1186 ,계단식,3 ,2 ,29 ,119000 ,120000 ,65000 ,1%,,,0.54 ,55000 
2318,중랑2,중랑, 중랑구 숙선옹주로 7,원묵초등학교,5 ,50 ,60 ,45 ,묵동 E편한세상화랑대,신축,2017 ,중단지,719 ,계단식,3 ,2 ,33 ,119500 ,120000 ,64000 ,0%,,,0.53 ,56000 
2322,중랑1,중랑, 중랑구 동일로 475,면목초등학교,8 ,40 ,55 ,45 ,면목 사가정센트럴파크,신축,2020 ,대단지,1505 ,계단식,3 ,2 ,24 ,113500 ,120000 ,68000 ,6%,,,0.57 ,52000 
531,강서3,강서,강서구 화곡로 398,서울등양초,8 ,44 ,18 ,31 ,등촌 가양역두산위브,신축,2022 ,소단지,220 ,계단식,3 ,2 ,31 ,0 ,121000 ,80000 ,#DIV/0!,,,0.66 ,41000 
1617,성북2,성북, 성북구 장위동 62-1 일대,서울장위초,5 ,50 ,45 ,38 ,장위자이레디언트,신축,2025 ,대단지,2840 ,계단식,3 ,2 ,25 ,0 ,122000 ,50000 ,#DIV/0!,,,0.41 ,72000 
1330,서대문1,서대문, 서대문구 가재울미래로 2,서울가재울초,5 ,50 ,22 ,32 ,dmc파크뷰자이,준신축,2015 ,대단지,4300 ,계단식,3 ,2 ,25 ,116000 ,122500 ,65000 ,6%,,,0.53 ,57500 
521,강서3,강서,강서구 화곡로 316,서울등촌초,8 ,48 ,24 ,36 ,등촌 등촌대림,구축,1995 ,중단지,680 ,계단식,3 ,2 ,34 ,134000 ,123000 ,56000 ,-8%,,,0.46 ,67000 
1059,동작3,동작, 동작구 동작대로29길 91,서울삼일초,6 ,20 ,25 ,32 ,사당 우성2차,구축,1993 ,대단지,1080 ,복도식,2 ,1 ,18 ,91000 ,123000 ,45000 ,35%,,,0.37 ,78000 
1493,성동3,성동, 성동구 독서당로 365,서울응봉초,5 ,28 ,30 ,25 ,응봉신동아,구축,1996 ,소단지,434 ,복도식,2 ,1 ,25 ,106000 ,123000 ,45000 ,16%,,,0.37 ,78000 
2009,영등포3,영등포, 영등포구 대방천로 169,서울대방초,6 ,38 ,18 ,28 ,신길 삼환,구축,1997 ,대단지,1174 ,계단식,3 ,1 ,25 ,99000 ,123000 ,53000 ,24%,,,0.43 ,70000 
2215,은평1,은평, 은평구 수색로 260,수색초등학교,8 ,52 ,25 ,30 ,수색 DMC롯데캐슬더퍼스트,신축,2021 ,대단지,1192 ,계단식,3 ,2 ,33 ,129800 ,123000 ,70000 ,-5%,,,0.57 ,53000 
2294,중구3,중구, 중구 다산로 210,신당초등학교,4 ,40 ,40 ,20 ,신당삼성,구축,1999 ,중단지,994 ,계단식,3 ,2 ,33 ,128000 ,124000 ,67000 ,-3%,,,0.54 ,57000 
2284,중구2,중구, 중구 다산로 56,청구초등학교,10 ,30 ,40 ,20 ,약수하이츠,구축,1999 ,대단지,2282 ,복도식,2 ,1 ,24 ,0 ,124500 ,54000 ,#DIV/0!,,,0.43 ,70500 
272,강동3,강동, 강동구 상일로 126 (상일동 494),서울강명초,5 ,60 ,65 ,60 ,고덕리엔파크3,준신축,2011 ,대단지,2283 ,복도식,3 ,2 ,33 ,123000 ,125000 ,62000 ,2%,,,0.50 ,63000 
340,강서2,강서,강서구 양천로71길 40,서울염창초,5 ,43 ,16 ,29 ,염창동아3차,구축,1999 ,중단지,570 ,계단식,3 ,2 ,33 ,127000 ,125000 ,65000 ,-2%,,,0.52 ,60000 
455,강서1,강서,강서구 마곡중앙로 15,서울공항초,3 ,49 ,22 ,36 ,마곡 마곡푸르지오,준신축,2008 ,소단지,341 ,계단식,3 ,2 ,32 ,130000 ,125000 ,67000 ,-4%,,,0.54 ,58000 
696,구로1,구로,구로구 경인로 643,서울신도림초,6 ,33 ,13 ,23 ,"신도림 대림1, 2차e편한세상",구축,1999 ,대단지,2298 ,계단식,3 ,1 ,24 ,101000 ,125000 ,58000 ,24%,,,0.46 ,67000 
766,노원1,노원, 노원구 동일로 1519,서울상계초,4 ,50 ,62 ,42 ,상계 포레나노원,신축,2020 ,대단지,1062 ,계단식,3 ,2 ,33 ,121000 ,125000 ,80000 ,3%,,,0.64 ,45000 
956,동작1,동작, 동작구 현충로 120,서울흑석초,6 ,22 ,15 ,25 ,흑석우리유앤미,준신축,2003 ,소단지,206 ,계단식,3 ,2 ,24 ,97500 ,125000 ,50000 ,28%,,,0.40 ,75000 
1258,서대문2,서대문, 서대문구 통일로 345-1,서울인왕초,5 ,45 ,32 ,15 ,홍제역해링턴플레이스,신축,2021 ,대단지,1116 ,계단식,3 ,2 ,25 ,115000 ,125000 ,68000 ,9%,,,0.54 ,57000 
1313,서대문2,서대문, 서대문구 가재울미래로 2,서울연가초,7 ,50 ,25 ,32 ,래미안남가좌2차,준신축,2005 ,중단지,503 ,계단식,3 ,2 ,25 ,111000 ,125000 ,62000 ,13%,,,0.50 ,63000 
1522,성동2,성동, 성동구 왕십리로 410,서울숭신초,2 ,32 ,30 ,12 ,센트라스,신축,2016 ,대단지,2529 ,계단식,1 ,1 ,17 ,99000 ,125000 ,60000 ,26%,,,0.48 ,65000 
1652,성북2,성북, 성북구 화랑로11길 26,서울석관초,5 ,52 ,48 ,40 ,래미안아트리치,신축,2019 ,대단지,1091 ,계단식,3 ,2 ,33 ,130000 ,125000 ,60000 ,-4%,,,0.48 ,65000 
1914,양천3,양천, 양천구 중앙로32길 22,서울갈산초,5 ,48 ,22 ,35 ,신정청구,구축,1992 ,소단지,279 ,계단식,3 ,2 ,33 ,113000 ,125000 ,69000 ,11%,,,0.55 ,56000 
1934,양천3,양천, 양천구 목동동로 10,서울목동초,10 ,50 ,28 ,38 ,세양청마루,준신축,2006 ,소단지,326 ,계단식,3 ,2 ,33 ,118000 ,125000 ,65000 ,6%,,,0.52 ,60000 
1945,양천2,양천, 양천구 신월로 190,서울신은초,5 ,55 ,32 ,40 ,목동센트럴아이파크위브,신축,2020 ,대단지,3045 ,계단식,3 ,2 ,33 ,143000 ,125000 ,65000 ,-13%,,,0.52 ,60000 
2008,영등포3,영등포, 영등포구 대방천로 169,서울대방초,6 ,38 ,18 ,28 ,신길 삼환,구축,1997 ,대단지,1174 ,계단식,3 ,2 ,33 ,120000 ,125000 ,65000 ,4%,,,0.52 ,60000 
2012,영등포3,영등포, 영등포구 여의대방로 161,서울대길초,4 ,38 ,18 ,28 ,보라매경남아너스빌,준신축,2005 ,중단지,669 ,계단식,3 ,2 ,33 ,122000 ,125000 ,61000 ,2%,,,0.49 ,64000 
